SubjectID,researchdate,BrandID,CategoryDelivery,daily_ots,score,threshold,reason,Brand
1585271561336993878,2025-06-01,208796,Обувь,25813.563000000002,25813.563000000002,25600.750500000002,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",kappa
5188154264055125152,2025-06-01,209227,Малая техника,11082.009,11082.009,10784.5316,Exceeds 99.0th percentile for this day (n=5),kitfort
801651201304655618,2025-06-01,210322,Крупная техника,21213.23,21213.23,20671.056019999996,Exceeds 99.0th percentile for this day (n=7),lg
1585271561336992295,2025-06-01,211453,Средства для умывания и ухода за лицом,36174.902,36174.902,36129.748,"Exceeds 99.0th percentile for brand (few daily obs, n=2)",mary kay
5269223972552621314,2025-06-01,213474,Обувь,72661.20599999999,72661.20599999999,69655.29,Exceeds 99.0th percentile for this day (n=9),nike
1008812355581841250,2025-06-01,213474,Одежда,6964.024,6964.024,6768.85693,Exceeds 99.0th percentile for this day (n=8),nike
1585271561336967196,2025-06-01,214142,Смартфоны,14614.684,14614.684,14510.35552,Exceeds 99.0th percentile for this day (n=5),oneplus
1585271561336662224,2025-06-01,214199,Смартфоны,11307.23,11307.23,11104.22895,Exceeds 99.0th percentile for this day (n=6),oppo (электроника)
1585271561336704203,2025-06-01,214544,Подгузники,25178.098,25178.098,24628.76032,Exceeds 99.0th percentile for this day (n=5),pampers
5188154264055124614,2025-06-01,214853,Корм для кошек,39425.625,39425.625,23257.73633999994,"Exceeds 99.0th percentile for brand (few daily obs, n=3)",perfect fit
1306806058556077568,2025-06-01,215234,Смартфоны,85565.373,85565.373,78182.33423999994,Exceeds 99.0th percentile for this day (n=13),poco
1585271561336695864,2025-06-01,215274,Малая техника,23751.957000000002,23751.957000000002,22476.608869999996,Exceeds 99.0th percentile for this day (n=8),polaris (бытовая техника)
1585271561337020096,2025-06-01,215722,Обувь,37914.94,37914.94,36972.85968,Exceeds 99.0th percentile for this day (n=5),puma
792639191900656642,2025-06-01,216114,Смартфоны,23660.314,23660.314,23080.522479999996,Exceeds 99.0th percentile for this day (n=22),realme
1585271561337044238,2025-06-01,216181,Смартфоны,31223.295,31223.295,28999.497569999985,Exceeds 99.0th percentile for this day (n=20),redmi
1585271561336701354,2025-06-01,217082,Крупная техника,6958.284,6958.284,6886.032939999999,Exceeds 99.0th percentile for this day (n=8),samsung
8791033531835245126,2025-06-01,217082,Смартфоны,42798.715000000004,42798.715000000004,41513.791840000005,Exceeds 99.0th percentile for this day (n=10),samsung
3098483602160404120,2025-06-01,217412,Одежда,9644.66,9644.66,9571.81728,Exceeds 99.0th percentile for this day (n=5),sela
801649609405801345,2025-06-01,217729,Детские одежда и обувь,13955.872,13955.872,11557.186599999992,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",shuzzi
1585271561336804690,2025-06-01,219127,Обувь,9538.141,9538.141,9434.84652,Exceeds 99.0th percentile for this day (n=5),ttaccardi
6196960147642318811,2025-06-01,221229,Смартфоны,12852.476,12852.476,12629.498520000001,Exceeds 99.0th percentile for this day (n=12),vivo (электроника)
6341074104264852368,2025-06-01,221942,Смартфоны,103951.56999999999,103951.56999999999,101377.50241999999,Exceeds 99.0th percentile for this day (n=15),xiaomi
2449965110012013004,2025-06-01,226172,Средства для умывания и ухода за лицом,16246.854000000001,16246.854000000001,16059.545999999995,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",гельтек
8800241640403122304,2025-06-01,236817,Детское питание,12726.13,12726.13,12485.10996,"Exceeds 99.0th percentile for brand (few daily obs, n=2)",сады придонья
4404534281793752896,2025-06-01,236918,Средства для унитаза,9471.94,9471.94,8412.127360000002,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",санокс
6052843423965704733,2025-06-01,238974,Смартфоны,4045.295,4045.295,4029.31135,Exceeds 99.0th percentile for this day (n=6),tecno spark
2233791780476071135,2025-06-01,242139,Аудиотехника,21510.412,21510.412,20882.5408,Exceeds 99.0th percentile for this day (n=16),яндекс
2243906939957421696,2025-06-01,281079,Смартфоны,69262.016,69262.016,66463.12309999998,Exceeds 99.0th percentile for this day (n=46),samsung galaxy
4908934708435070415,2025-06-02,198484,Смартфоны,55699.505,55699.505,39730.377040000065,Exceeds 99.0th percentile for this day (n=63),apple iphone
2305848854728059859,2025-06-02,199204,Средства для умывания и ухода за лицом,31584.963,31584.963,29093.61063999999,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",avon (косметика)
1585271561337040423,2025-06-02,199462,Крупная техника,30104.739,30104.739,29400.664040000007,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",ballu
7358893773874615425,2025-06-02,200770,Универсальные чистящие средства,6029.496,6029.496,5942.25648,Exceeds 99.0th percentile for this day (n=5),brandfree
4692763109658533120,2025-06-02,202423,Обувь,7528.173000000001,7528.173000000001,7433.22598,Exceeds 99.0th percentile for this day (n=15),crocs
4107288419676846144,2025-06-02,202744,Обувь,50983.556,50983.556,48980.2606,"Exceeds 99.0th percentile for brand (few daily obs, n=2)",dc shoes
2386919060872888085,2025-06-02,203336,Обувь,10361.781,10361.781,10190.904000000002,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",dolce gabbana
6566259520606639428,2025-06-02,204933,Корм для кошек,11555.122,11555.122,11239.878279999997,Exceeds 99.0th percentile for this day (n=7),felix (корм)
1585271561336924298,2025-06-02,205948,Крупная техника,47262.024,47262.024,44915.817599999995,Exceeds 99.0th percentile for this day (n=9),gefest (бытовая техника)
1585271561336763462,2025-06-02,206252,Одежда,5391.301,5391.301,5339.3503,Exceeds 99.0th percentile for this day (n=7),gloria jeans
1306806058556077568,2025-06-02,207447,Смартфоны,361926.60400000005,361926.60400000005,275989.716,Exceeds 99.0th percentile for this day (n=26),honor
5034735007817,2025-06-02,207543,Смарт-часы и браслеты,47631.573000000004,47631.573000000004,46826.13942,Exceeds 99.0th percentile for this day (n=7),huawei
3036830120599159360,2025-06-02,207543,Смартфоны,20637.021,20637.021,20293.29265,Exceeds 99.0th percentile for this day (n=8),huawei
6566258848326415630,2025-06-02,207724,Средства для умывания и ухода за лицом,12843.19,12843.19,12566.43476,Exceeds 99.0th percentile for this day (n=5),icon skin
2098690509497977664,2025-06-02,207943,Смартфоны,23327.706,23327.706,21903.888000000003,Exceeds 99.0th percentile for this day (n=11),infinix
6629304165209877741,2025-06-02,208375,Аудиотехника,126099.407,126099.407,113120.1127999999,Exceeds 99.0th percentile for this day (n=13),jbl (аудиотехника)
2603089841281918144,2025-06-02,208796,Одежда,49040.334,49040.334,48670.65243999999,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",kappa
2458979132178470400,2025-06-02,208810,Обувь,6666.794,6666.794,6559.347519999999,Exceeds 99.0th percentile for this day (n=5),kari
225608272464491072,2025-06-02,213474,Обувь,74966.995,74966.995,69325.44616,Exceeds 99.0th percentile for this day (n=10),nike
7358893580340062978,2025-06-02,213474,Одежда,12283.119,12283.119,12067.941920000001,Exceeds 99.0th percentile for this day (n=5),nike
1585271561337006097,2025-06-02,214544,Подгузники,7775.902,7775.902,7599.849219999998,Exceeds 99.0th percentile for this day (n=7),pampers
4692759896965140290,2025-06-02,214973,Малая техника,161227.84,161227.84,154074.04240000003,Exceeds 99.0th percentile for this day (n=6),philips
2963380814038313473,2025-06-02,215020,Одежда,30888.536,30888.536,26131.049209999983,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",pierre cardin
1585271561336940537,2025-06-02,215234,Смартфоны,79383.05099999999,79383.05099999999,73197.94583999994,Exceeds 99.0th percentile for this day (n=13),poco
4332475200292253570,2025-06-02,215274,Малая техника,13647.252,13647.252,13447.217999999999,Exceeds 99.0th percentile for this day (n=7),polaris (бытовая техника)
1585271561336940537,2025-06-02,216114,Смартфоны,55222.992,55222.992,46928.46731999995,Exceeds 99.0th percentile for this day (n=27),realme
1729388141130525804,2025-06-02,216181,Смартфоны,16708.414,16708.414,15855.425500000001,Exceeds 99.0th percentile for this day (n=26),redmi
6052843423965704462,2025-06-02,216387,Уход за полостью рта,43491.382,43491.382,37798.67377000003,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",revyline
1585271561336876209,2025-06-02,217082,Крупная техника,21242.537,21242.537,21071.64529,Exceeds 99.0th percentile for this day (n=12),samsung
2747206538927418458,2025-06-02,217082,Смартфоны,18955.204,18955.204,18440.458100000003,Exceeds 99.0th percentile for this day (n=6),samsung
9007204635750639287,2025-06-02,219127,Обувь,7464.453,7464.453,7333.28032,Exceeds 99.0th percentile for this day (n=5),ttaccardi
4548647573216187331,2025-06-02,219362,Смартфоны,53672.548,53672.548,24852.86899999994,"Exceeds 99.0th percentile for brand (few daily obs, n=2)",tecno
7000007313155770752,2025-06-02,221229,Смартфоны,9238.017,9238.017,9153.89168,Exceeds 99.0th percentile for this day (n=5),vivo (электроника)
2098691289167691008,2025-06-02,221942,Смартфоны,22314.079,22314.079,21839.60076,Exceeds 99.0th percentile for this day (n=17),xiaomi
2891322136194116241,2025-06-02,222295,Одежда,8090.588,8090.588,8075.84984,Exceeds 99.0th percentile for this day (n=5),zarina
6052843423965704521,2025-06-02,222481,Одежда,16297.32,16297.32,15877.214879999996,Exceeds 99.0th percentile for this day (n=7),zolla
3819059877809584384,2025-06-02,227000,Корм для кошек,12602.12,12602.12,12142.719520000002,"Exceeds 99.0th percentile for brand (few daily obs, n=2)",деревенские лакомства
4692763109658531264,2025-06-02,238974,Смартфоны,15098.576,15098.576,15022.9216,Exceeds 99.0th percentile for this day (n=6),tecno spark
2449965110012012815,2025-06-02,242139,Аудиотехника,21699.488,21699.488,19804.64592,Exceeds 99.0th percentile for this day (n=17),яндекс
2243906939957421696,2025-06-02,281079,Смартфоны,56225.316,56225.316,48530.78047999997,Exceeds 99.0th percentile for this day (n=57),samsung galaxy
6495489739328867520,2025-06-02,311362,Смартфоны,17450.06,17450.06,16932.35796,Exceeds 99.0th percentile for this day (n=5),tecno pova
5764614858704116186,2025-06-02,369276,Смартфоны,10116.252,10116.252,9945.83272,Exceeds 99.0th percentile for this day (n=5),iqoo
1729388589032331985,2025-06-03,197627,Обувь,222584.645,222584.645,197765.47568999985,Exceeds 99.0th percentile for this day (n=14),adidas
1729388589032331985,2025-06-03,197627,Одежда,89033.858,89033.858,84354.04957999998,Exceeds 99.0th percentile for this day (n=8),adidas
1585271561336985866,2025-06-03,198059,Одежда,51977.781,51977.781,39179.534760000024,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",alpha industries
6629304165209876323,2025-06-03,198121,Женская гигиена,21345.732,21345.732,20528.24767999999,"Exceeds 99.0th percentile for brand (few daily obs, n=3)",always
4548647573216187331,2025-06-03,198484,Смартфоны,66677.716,66677.716,47303.14790999988,Exceeds 99.0th percentile for this day (n=60),apple iphone
5629511854270500800,2025-06-03,202423,Обувь,84821.96100000001,84821.96100000001,81417.88247999999,Exceeds 99.0th percentile for this day (n=13),crocs
5413338585548960449,2025-06-03,203227,Макияж для глаз,14302.12,14302.12,13621.947779999997,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",divage
3467783911479848960,2025-06-03,204933,Корм для кошек,11145.044,11145.044,10916.43868,Exceeds 99.0th percentile for this day (n=5),felix (корм)
8791033531611703570,2025-06-03,206252,Одежда,20691.546,20691.546,20433.907139999996,Exceeds 99.0th percentile for this day (n=7),gloria jeans
2233792637557833088,2025-06-03,206519,Универсальные чистящие средства,6158.829,6158.829,6073.3391,Exceeds 99.0th percentile for this day (n=6),grass
3323668325271603393,2025-06-03,206804,Крупная техника,25848.585,25848.585,25129.87752,Exceeds 99.0th percentile for this day (n=5),haier
1306806058556077568,2025-06-03,207447,Смартфоны,254045.88,254045.88,189176.48099999974,Exceeds 99.0th percentile for this day (n=29),honor
8214571128982578588,2025-06-03,207543,Смарт-часы и браслеты,21417.88,21417.88,20900.716800000002,Exceeds 99.0th percentile for this day (n=5),huawei
1306806058556077568,2025-06-03,207543,Смартфоны,56454.64,56454.64,52648.11952000001,Exceeds 99.0th percentile for this day (n=10),huawei
1585271561336856866,2025-06-03,207724,Средства для умывания и ухода за лицом,8213.477,8213.477,8181.0329600000005,Exceeds 99.0th percentile for this day (n=7),icon skin
8935148650840696065,2025-06-03,207943,Смартфоны,19280.772,19280.772,18030.92663999999,Exceeds 99.0th percentile for this day (n=13),infinix
8935148960500688000,2025-06-03,208375,Аудиотехника,31007.793,31007.793,28466.234249999994,Exceeds 99.0th percentile for this day (n=16),jbl (аудиотехника)
8502803222098581698,2025-06-03,209227,Малая техника,7026.714,7026.714,6915.2313,Exceeds 99.0th percentile for this day (n=6),kitfort
5260212023980595118,2025-06-03,213474,Обувь,18167.772,18167.772,16699.899359999992,Exceeds 99.0th percentile for this day (n=14),nike
2098689923357000896,2025-06-03,213474,Одежда,4784.602,4784.602,4731.57592,Exceeds 99.0th percentile for this day (n=5),nike
1585271561337022332,2025-06-03,214142,Смартфоны,49365.316000000006,49365.316000000006,48113.51608000001,Exceeds 99.0th percentile for this day (n=10),oneplus
9088276141375648576,2025-06-03,214199,Смартфоны,7592.716,7592.716,7541.7361,Exceeds 99.0th percentile for this day (n=6),oppo (электроника)
8872103851395035073,2025-06-03,214393,Смартфоны,35728.547999999995,35728.547999999995,33273.71920000005,"Exceeds 99.0th percentile for brand (few daily obs, n=3)",oukitel
1738403280270865088,2025-06-03,214544,Подгузники,16312.384,16312.384,15666.319800000003,Exceeds 99.0th percentile for this day (n=11),pampers
4692759896965140290,2025-06-03,214973,Малая техника,80256.392,80256.392,75862.41529999996,Exceeds 99.0th percentile for this day (n=7),philips
3828751370547352448,2025-06-03,215234,Смартфоны,50005.115999999995,50005.115999999995,43683.66135000001,Exceeds 99.0th percentile for this day (n=28),poco
2882308749924541139,2025-06-03,216114,Смартфоны,24658.92,24658.92,23103.348119999995,Exceeds 99.0th percentile for this day (n=24),realme
5044039385649898752,2025-06-03,216181,Смартфоны,28288.791,28288.791,28268.50557,Exceeds 99.0th percentile for this day (n=34),redmi
4107288419676846200,2025-06-03,217082,Крупная техника,7977.13,7977.13,7711.1086399999995,Exceeds 99.0th percentile for this day (n=9),samsung
1513216533926154380,2025-06-03,217082,Смартфоны,9209.579,9209.579,9110.98308,Exceeds 99.0th percentile for this day (n=9),samsung
5034735007916,2025-06-03,217412,Одежда,8488.8,8488.8,8192.23905,Exceeds 99.0th percentile for this day (n=6),sela
3251611007714857603,2025-06-03,219127,Обувь,8088.561,8088.561,8011.819859999999,Exceeds 99.0th percentile for this day (n=7),ttaccardi
5034735006047,2025-06-03,221229,Смартфоны,20691.222,20691.222,19390.380920000007,Exceeds 99.0th percentile for this day (n=12),vivo (электроника)
1954574044080790082,2025-06-03,221942,Смартфоны,17728.214,17728.214,17443.45562,Exceeds 99.0th percentile for this day (n=19),xiaomi
9007204939872883344,2025-06-03,222481,Одежда,23925.300000000003,23925.300000000003,22451.453970000006,Exceeds 99.0th percentile for this day (n=10),zolla
8430746051069922433,2025-06-03,232327,Одежда,25529.255,25529.255,21232.196569999986,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",микки маус
4107288419676846200,2025-06-03,238974,Смартфоны,15954.26,15954.26,15717.906860000001,Exceeds 99.0th percentile for this day (n=10),tecno spark
3467784016540726080,2025-06-03,242139,Аудиотехника,8918.72,8918.72,8710.6562,Exceeds 99.0th percentile for this day (n=19),яндекс
1585271561337022332,2025-06-03,281079,Смартфоны,112193.90000000001,112193.90000000001,79019.14089999987,Exceeds 99.0th percentile for this day (n=50),samsung galaxy
4548647573216187331,2025-06-03,307306,Смартфоны,9525.388,9525.388,9353.44518,Exceeds 99.0th percentile for this day (n=8),tecno camon
5764614858704116186,2025-06-03,369276,Смартфоны,26596.182,26596.182,25530.756939999996,Exceeds 99.0th percentile for this day (n=8),iqoo
1729388589032331985,2025-06-04,197627,Обувь,579605.078,579605.078,541200.2379599998,Exceeds 99.0th percentile for this day (n=8),adidas
1729388589032331985,2025-06-04,197627,Одежда,178340.024,178340.024,170209.86740000005,Exceeds 99.0th percentile for this day (n=6),adidas
6133915001473537536,2025-06-04,198476,Аудиотехника,45974.984,45974.984,34945.639200000034,"Exceeds 99.0th percentile for brand (few daily obs, n=3)",apple airpods
5332267584642577300,2025-06-04,198484,Смартфоны,153372.876,153372.876,100548.64175999956,Exceeds 99.0th percentile for this day (n=49),apple iphone
1585271561337014587,2025-06-04,198697,Средства для умывания и ухода за лицом,25807.523999999998,25807.523999999998,22365.817619999983,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",arko
7719180632607324117,2025-06-04,202423,Обувь,18350.02,18350.02,17243.78547999999,Exceeds 99.0th percentile for this day (n=13),crocs
3170542200554773569,2025-06-04,202901,Малая техника,27000.239999999998,27000.239999999998,26776.35704,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",delonghi
1585271561336985866,2025-06-04,205844,Одежда,34646.47,34646.47,29819.38444999998,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",gap
2954367870147815893,2025-06-04,206252,Одежда,8967.225,8967.225,8850.00055,Exceeds 99.0th percentile for this day (n=6),gloria jeans
6998872468341592896,2025-06-04,206402,Смартфоны,83212.197,83212.197,80281.0784,Exceeds 99.0th percentile for this day (n=5),google pixel
5260209176225692826,2025-06-04,207447,Смартфоны,41250.138,41250.138,39226.407329999995,Exceeds 99.0th percentile for this day (n=24),honor
1585271561336678840,2025-06-04,207543,Смарт-часы и браслеты,38358.918000000005,38358.918000000005,37040.43520000001,Exceeds 99.0th percentile for this day (n=11),huawei
6052843423965704118,2025-06-04,207543,Смартфоны,34481.25,34481.25,32421.253000000008,Exceeds 99.0th percentile for this day (n=11),huawei
6783798661000274688,2025-06-04,207943,Смартфоны,14769.786,14769.786,14332.679879999996,Exceeds 99.0th percentile for this day (n=13),infinix
801651201304653181,2025-06-04,208375,Аудиотехника,11908.515,11908.515,11558.1095,Exceeds 99.0th percentile for this day (n=11),jbl (аудиотехника)
3602887775831007710,2025-06-04,210322,Крупная техника,5324.348,5324.348,5292.6608,Exceeds 99.0th percentile for this day (n=10),lg
2233792554604319486,2025-06-04,210348,Женская гигиена,11807.635,11807.635,11497.472620000002,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",libresse
2017619693541360654,2025-06-04,213474,Обувь,25168.526,25168.526,24517.938040000005,Exceeds 99.0th percentile for this day (n=12),nike
4188358369920040000,2025-06-04,213474,Одежда,17355.56,17355.56,17291.4329,Exceeds 99.0th percentile for this day (n=7),nike
1585271561336967196,2025-06-04,214142,Смартфоны,24886.52,24886.52,24593.81174,Exceeds 99.0th percentile for this day (n=10),oneplus
6926548043751394241,2025-06-04,214199,Смартфоны,11995.805,11995.805,11787.10148,Exceeds 99.0th percentile for this day (n=7),oppo (электроника)
4692759896965140290,2025-06-04,214973,Малая техника,40091.604,40091.604,38740.40472,Exceeds 99.0th percentile for this day (n=5),philips
1954574044080790082,2025-06-04,215234,Смартфоны,68139.304,68139.304,60976.71275999997,Exceeds 99.0th percentile for this day (n=15),poco
7430951976169582016,2025-06-04,215274,Малая техника,22325.481,22325.481,21529.1332,Exceeds 99.0th percentile for this day (n=5),polaris (бытовая техника)
4188358369920040000,2025-06-04,215722,Обувь,34711.12,34711.12,33809.38352,Exceeds 99.0th percentile for this day (n=5),puma
6341074104264852173,2025-06-04,215761,Корм для кошек,10124.05,10124.05,10098.793749999999,Exceeds 99.0th percentile for this day (n=6),purina one
5269222877690299204,2025-06-04,216114,Смартфоны,75814.179,75814.179,64960.601979999934,Exceeds 99.0th percentile for this day (n=27),realme
5332267584642577320,2025-06-04,216181,Смартфоны,24835.682,24835.682,23721.975899999994,Exceeds 99.0th percentile for this day (n=27),redmi
6196961000847502784,2025-06-04,216621,Уход за полостью рта,42638.812,42638.812,41386.83668000003,"Exceeds 99.0th percentile for brand (few daily obs, n=2)",rocs
9016217269999190245,2025-06-04,217082,Крупная техника,8622.534,8622.534,8418.996079999999,Exceeds 99.0th percentile for this day (n=5),samsung
936754186446804364,2025-06-04,217193,Товары для стирки,42500.658,42500.658,40152.9552,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",sarma
2458979132178470400,2025-06-04,219127,Обувь,6510.739,6510.739,6459.09715,Exceeds 99.0th percentile for this day (n=6),ttaccardi
5188154048402067650,2025-06-04,219362,Смартфоны,4326.159,4326.159,4306.74558,Exceeds 99.0th percentile for this day (n=7),tecno
7214779111113443649,2025-06-04,220157,Средства для волос,27505.695,27505.695,23306.82497999997,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",тресемме
6566258848326421577,2025-06-04,221229,Смартфоны,13430.46,13430.46,13115.156319999998,Exceeds 99.0th percentile for this day (n=5),vivo (электроника)
1585271561336762631,2025-06-04,221942,Малая техника,8417.7,8417.7,8339.80592,Exceeds 99.0th percentile for this day (n=5),xiaomi
1585271561337030905,2025-06-04,221942,Смартфоны,19433.791999999998,19433.791999999998,19073.947099999998,Exceeds 99.0th percentile for this day (n=16),xiaomi
6052843423965704521,2025-06-04,222481,Одежда,12124.161,12124.161,11849.089750000001,Exceeds 99.0th percentile for this day (n=6),zolla
801651201304658768,2025-06-04,236248,Средства для волос,21392.552,21392.552,19816.057230000006,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",рецепты бабушки агафьи
1585271561336930630,2025-06-04,237063,Средства для умывания и ухода за лицом,21697.569,21697.569,17650.672379999993,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",свобода
6341074104264851725,2025-06-04,238974,Смартфоны,26699.476,26699.476,25141.504339999992,Exceeds 99.0th percentile for this day (n=8),tecno spark
1585271561336647429,2025-06-04,242139,Аудиотехника,13685.508000000002,13685.508000000002,13386.409239999999,Exceeds 99.0th percentile for this day (n=20),яндекс
9016217269999190245,2025-06-04,281079,Смартфоны,25867.602,25867.602,25466.950559999997,Exceeds 99.0th percentile for this day (n=50),samsung galaxy
1513216560753935319,2025-06-04,307306,Смартфоны,25392.039000000004,25392.039000000004,24548.30770000001,Exceeds 99.0th percentile for this day (n=6),tecno camon
5197165587782267328,2025-06-04,311362,Смартфоны,22486.698,22486.698,21662.212750000002,Exceeds 99.0th percentile for this day (n=6),tecno pova
5764614858704116186,2025-06-04,369276,Смартфоны,54085.515,54085.515,52156.256559999994,Exceeds 99.0th percentile for this day (n=5),iqoo
3900967167078630144,2025-06-04,421034,Одежда,18597.244,18597.244,17326.652319999987,Exceeds 99.0th percentile for this day (n=25),всегда в тренде
648524241621891017,2025-06-05,197548,Обувь,122836.833,122836.833,68688.15999999983,"Exceeds 99.0th percentile for brand (few daily obs, n=4)",asics
1729388589032331985,2025-06-05,197627,Обувь,1610180.64,1610180.64,1419919.6439999985,Exceeds 99.0th percentile for this day (n=13),adidas
1585271561336841328,2025-06-05,198476,Аудиотехника,17608.036,17608.036,17231.68932,Exceeds 99.0th percentile for this day (n=5),apple airpods
1954573939019829505,2025-06-05,198484,Смартфоны,168450.018,168450.018,148343.66472,Exceeds 99.0th percentile for this day (n=65),apple iphone
5053050012633474968,2025-06-05,199407,Универсальные чистящие средства,7596.71,7596.71,6661.577199999996,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",bagi
6196960147642318811,2025-06-05,201567,Одежда,10575.526,10575.526,10272.491959999998,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",chanel
504410216844887574,2025-06-05,201581,Корм для собак,63901.71,63901.71,60789.14759999995,"Exceeds 99.0th percentile for brand (few daily obs, n=2)",chappi
1585271561336730962,2025-06-05,202423,Обувь,9080.115,9080.115,8776.25408,Exceeds 99.0th percentile for this day (n=12),crocs
5845683436459331784,2025-06-05,204715,Освежители для воздуха,8780.391,8780.391,8693.23029,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",faberlic
1585271561336652629,2025-06-05,206944,Аудиотехника,22208.259,22208.259,20838.25373999999,"Exceeds 99.0th percentile for brand (few daily obs, n=2)",harman kardon
5764614858704116186,2025-06-05,207447,Смартфоны,39089.152,39089.152,35784.90729999999,Exceeds 99.0th percentile for this day (n=31),honor
2305848744076623408,2025-06-05,207543,Смарт-часы и браслеты,24333.881999999998,24333.881999999998,23486.583599999998,Exceeds 99.0th percentile for this day (n=9),huawei
6701361217345430046,2025-06-05,207543,Смартфоны,6567.92,6567.92,6299.321919999999,Exceeds 99.0th percentile for this day (n=9),huawei
1513216560753935319,2025-06-05,207943,Смартфоны,21843.347999999998,21843.347999999998,20528.268,Exceeds 99.0th percentile for this day (n=10),infinix
4188358369920039902,2025-06-05,208375,Аудиотехника,12771.638,12771.638,12354.976300000002,Exceeds 99.0th percentile for this day (n=6),jbl (аудиотехника)
8367700322646866753,2025-06-05,208807,Малая техника,23030.35,23030.35,22149.574599999993,Exceeds 99.0th percentile for this day (n=7),karcher
3819059905448884510,2025-06-05,208810,Обувь,11277.04,11277.04,11120.94425,Exceeds 99.0th percentile for this day (n=6),kari
8935148960500687426,2025-06-05,209227,Малая техника,9026.128,9026.128,8864.164200000001,Exceeds 99.0th percentile for this day (n=5),kitfort
1585271561337053502,2025-06-05,210322,Крупная техника,6511.301,6511.301,6367.561000000001,Exceeds 99.0th percentile for this day (n=6),lg
1523321506755270400,2025-06-05,210920,Макияж для глаз,22683.994,22683.994,20694.716589999993,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",luxvisage
7710168402041500482,2025-06-05,213159,Средства для умывания и ухода за лицом,49151.909999999996,49151.909999999996,42642.950070000035,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",natura siberica (косметика)
648524241621891017,2025-06-05,213474,Обувь,27297.074,27297.074,26354.106079999994,Exceeds 99.0th percentile for this day (n=13),nike
